city,state,soil_type,N,P,K,temperature,humidity,ph,rainfall,season,month,label
chennai,tamil_nadu,clay,71,46,60,26.4,58.4,7.0,163.2,Annual,9,sugarcane
madurai,tamil_nadu,loamy,74,49,47,29.6,58.7,6.8,166.4,Annual,10,banana
lucknow,uttar_pradesh,alluvial,99,48,37,27.5,52.5,6.4,82.2,Kharif,8,sugarcane
kolkata,west_bengal,alluvial,76,42,53,28.3,77.2,6.4,207.6,Annual,3,tea
jodhpur,rajasthan,sandy,51,19,19,26.1,35.3,8.1,70.6,Kharif,7,millets
mahendragarh,haryana,sandy_loam,37,27,50,24.0,46.1,7.4,83.9,Rabi,12,mustard
kochi,kerala,loamy,65,35,41,29.6,78.3,5.5,256.2,Annual,8,pepper
nagpur,maharashtra,black,96,58,71,27.9,34.5,6.1,168.5,Kharif,9,cotton
lucknow,uttar_pradesh,alluvial,88,47,41,35.7,44.1,7.2,202.8,Rabi,11,wheat
nagpur,maharashtra,black,76,46,45,25.9,69.8,6.8,93.2,Kharif,9,cotton
thiruvananthapuram,kerala,laterite,89,50,48,25.3,72.5,5.3,225.5,Kharif,8,tapioca
mahendragarh,haryana,sandy_loam,59,23,39,23.5,32.9,7.7,57.6,Rabi,1,gram
nagpur,maharashtra,black,66,39,66,34.5,69.7,6.9,77.8,Annual,11,oranges
lucknow,uttar_pradesh,alluvial,69,52,45,31.5,70.5,7.0,153.0,Kharif,7,rice
chennai,tamil_nadu,clay,100,48,64,29.4,74.0,7.3,95.8,Annual,5,banana
jodhpur,rajasthan,sandy,49,25,25,34.8,36.1,8.3,16.5,Kharif,8,pulses
jaipur,rajasthan,sandy,29,40,37,28.7,44.0,8.2,69.5,Kharif,8,pulses
kolkata,west_bengal,alluvial,77,48,44,27.9,74.6,6.3,242.9,Kharif,8,jute
mahendragarh,haryana,sandy_loam,54,15,23,33.2,26.3,7.5,148.9,Rabi,11,wheat
siliguri,west_bengal,laterite,84,29,55,18.9,81.9,6.3,168.7,Annual,12,tea
kolkata,west_bengal,alluvial,71,51,60,22.3,71.9,6.3,245.9,Kharif,6,jute
pune,maharashtra,black,95,33,35,19.1,37.7,6.6,132.7,Kharif,6,groundnut
jaipur,rajasthan,sandy,46,18,33,35.3,29.3,7.3,28.9,Kharif,6,bajra
thiruvananthapuram,kerala,laterite,70,41,63,26.4,76.9,6.2,372.4,Kharif,6,rice
madurai,tamil_nadu,loamy,54,46,53,22.1,66.3,6.4,181.1,Kharif,7,groundnut
madurai,tamil_nadu,loamy,76,49,56,27.8,55.4,6.9,99.6,Kharif,7,groundnut
ludhiana,punjab,alluvial,97,50,55,11.8,48.3,6.6,133.0,Kharif,8,sugarcane
chennai,tamil_nadu,clay,78,59,41,34.2,74.8,6.5,168.0,Annual,10,banana
jodhpur,rajasthan,sandy,38,30,16,39.2,33.8,7.7,37.0,Kharif,9,millets
pune,maharashtra,black,83,58,35,33.8,67.7,6.1,180.5,Kharif,6,groundnut
chennai,tamil_nadu,clay,94,56,51,33.2,83.6,7.2,82.8,Kharif,8,groundnut
ludhiana,punjab,alluvial,83,41,59,9.6,63.7,7.0,144.3,Rabi,1,wheat
jodhpur,rajasthan,sandy,45,12,35,33.8,28.5,7.8,31.7,Kharif,9,pulses
jodhpur,rajasthan,sandy,54,20,27,34.9,32.9,8.1,55.0,Kharif,7,millets
nagpur,maharashtra,black,75,36,55,19.6,47.4,6.5,145.2,Annual,7,oranges
nagpur,maharashtra,black,102,58,51,20.1,58.3,6.7,82.9,Annual,12,oranges
kolkata,west_bengal,alluvial,85,53,48,22.3,63.8,6.8,168.4,Annual,9,tea
ludhiana,punjab,alluvial,97,48,46,9.7,61.4,7.1,61.6,Rabi,1,wheat
jaipur,rajasthan,sandy,28,30,38,23.7,19.7,8.2,109.4,Kharif,8,pulses
madurai,tamil_nadu,loamy,64,53,51,22.0,71.5,6.0,86.4,Kharif,6,groundnut
kolkata,west_bengal,alluvial,65,31,57,31.2,81.4,6.7,160.4,Kharif,7,jute
pune,maharashtra,black,67,56,39,25.9,39.2,6.7,67.4,Kharif,8,groundnut
pune,maharashtra,black,75,32,64,31.5,62.1,6.3,72.1,Rabi,11,wheat
jaipur,rajasthan,sandy,37,24,38,37.3,37.2,7.4,56.8,Kharif,8,bajra
jaipur,rajasthan,sandy,34,15,33,20.5,31.2,8.0,89.3,Kharif,7,bajra
mahendragarh,haryana,sandy_loam,49,38,43,17.7,28.2,8.0,74.6,Kharif,6,bajra
mahendragarh,haryana,sandy_loam,30,16,49,15.8,53.8,7.4,136.4,Rabi,1,barley
jaipur,rajasthan,sandy,31,31,24,34.0,26.8,7.9,26.2,Kharif,6,pulses
madurai,tamil_nadu,loamy,68,38,62,26.1,70.0,6.7,182.9,Annual,4,sugarcane
kolkata,west_bengal,alluvial,67,32,46,21.9,83.1,6.1,139.0,Kharif,8,jute
jaipur,rajasthan,sandy,51,18,37,27.9,38.1,7.7,66.3,Rabi,1,barley
lucknow,uttar_pradesh,alluvial,70,55,56,17.9,68.2,6.9,100.9,Kharif,6,rice
lucknow,uttar_pradesh,alluvial,65,52,42,35.2,55.8,6.1,116.8,Rabi,12,wheat
lucknow,uttar_pradesh,alluvial,85,57,49,24.5,62.0,6.1,79.4,Kharif,6,rice
thiruvananthapuram,kerala,laterite,50,31,61,30.2,74.0,5.3,268.1,Kharif,6,rice
madurai,tamil_nadu,loamy,87,48,43,33.9,51.9,7.0,107.7,Kharif,6,groundnut
madurai,tamil_nadu,loamy,55,55,45,23.6,73.6,6.1,209.4,Annual,3,banana
siliguri,west_bengal,laterite,70,25,47,23.9,64.3,5.3,187.4,Kharif,9,maize
nagpur,maharashtra,black,62,54,55,29.7,50.0,6.9,127.1,Kharif,7,soybean
ludhiana,punjab,alluvial,78,53,36,25.4,63.9,6.7,199.1,Kharif,9,maize
jodhpur,rajasthan,sandy,42,25,32,39.2,20.3,8.1,32.5,Kharif,9,millets
nagpur,maharashtra,black,80,54,54,18.5,62.4,6.3,173.2,Kharif,6,cotton
jaipur,rajasthan,sandy,39,20,23,25.5,22.2,7.8,99.1,Kharif,8,pulses
kochi,kerala,loamy,91,54,62,30.5,89.9,5.7,259.1,Kharif,7,rice
kolkata,west_bengal,alluvial,71,48,40,29.8,70.6,6.6,145.6,Annual,12,tea
pune,maharashtra,black,61,45,37,16.7,43.1,6.2,133.7,Kharif,8,groundnut
mahendragarh,haryana,sandy_loam,33,25,42,14.4,52.1,7.9,27.7,Kharif,7,bajra
amritsar,punjab,alluvial,77,67,51,29.4,63.8,6.9,153.0,Kharif,7,maize
siliguri,west_bengal,laterite,65,34,45,16.8,63.9,6.4,308.4,Kharif,6,maize
jaipur,rajasthan,sandy,36,37,37,35.3,42.9,8.2,42.3,Kharif,8,pulses
chennai,tamil_nadu,clay,79,58,58,25.5,76.9,7.4,241.3,Annual,7,sugarcane
siliguri,west_bengal,laterite,60,44,45,27.0,84.2,5.3,263.1,Kharif,6,maize
jaipur,rajasthan,sandy,29,22,31,41.6,20.0,8.3,28.9,Kharif,8,bajra
kochi,kerala,loamy,55,46,53,25.7,76.0,5.8,227.0,Annual,8,banana
mahendragarh,haryana,sandy_loam,53,38,33,34.2,55.4,7.5,69.2,Rabi,2,wheat
jodhpur,rajasthan,sandy,50,35,33,36.3,30.6,7.7,15.2,Kharif,6,pulses
lucknow,uttar_pradesh,alluvial,61,40,43,34.7,43.0,6.3,131.3,Kharif,8,rice
kochi,kerala,loamy,76,60,41,27.0,84.8,6.1,308.6,Kharif,6,rice
mahendragarh,haryana,sandy_loam,38,21,33,27.4,48.9,7.7,54.5,Rabi,1,wheat
nagpur,maharashtra,black,66,36,65,28.3,63.6,6.2,110.5,Kharif,7,soybean
siliguri,west_bengal,laterite,81,46,55,22.8,65.0,5.0,184.2,Annual,5,tea
nagpur,maharashtra,black,67,44,65,26.5,65.8,6.3,149.9,Kharif,9,cotton
siliguri,west_bengal,laterite,83,37,46,17.4,61.1,5.7,202.7,Annual,6,tea
lucknow,uttar_pradesh,alluvial,69,54,57,27.4,43.4,6.5,162.9,Rabi,11,wheat
thiruvananthapuram,kerala,laterite,85,31,61,27.1,79.4,6.4,331.2,Kharif,7,tapioca
jaipur,rajasthan,sandy,55,24,22,28.7,40.6,7.1,77.1,Kharif,7,pulses
jodhpur,rajasthan,sandy,48,15,20,43.4,34.3,7.6,39.6,Kharif,6,millets
madurai,tamil_nadu,loamy,90,34,61,29.7,58.0,6.7,193.0,Annual,4,banana
ludhiana,punjab,alluvial,105,50,57,15.5,53.7,7.4,168.0,Kharif,9,sugarcane
chennai,tamil_nadu,clay,86,38,66,25.8,72.0,6.9,244.0,Annual,9,banana
ludhiana,punjab,alluvial,88,67,47,31.8,66.3,6.8,148.2,Rabi,11,wheat
chennai,tamil_nadu,clay,62,40,57,28.8,73.5,7.0,148.3,Annual,8,banana
siliguri,west_bengal,laterite,56,48,50,27.0,82.4,5.0,313.5,Kharif,7,rice
nagpur,maharashtra,black,91,62,46,35.5,39.1,6.3,164.1,Kharif,8,soybean
thiruvananthapuram,kerala,laterite,76,49,55,24.7,78.0,6.4,269.6,Annual,5,coconut
jaipur,rajasthan,sandy,28,31,45,23.5,24.3,7.8,33.6,Kharif,8,pulses
lucknow,uttar_pradesh,alluvial,71,36,63,31.7,73.5,6.4,146.7,Kharif,6,sugarcane
kolkata,west_bengal,alluvial,68,41,54,27.1,79.1,6.1,125.5,Annual,4,tea
kolkata,west_bengal,alluvial,65,45,58,27.7,70.3,6.8,166.6,Kharif,9,jute
lucknow,uttar_pradesh,alluvial,78,30,47,11.3,74.2,7.2,100.7,Kharif,6,sugarcane
pune,maharashtra,black,93,36,52,27.4,53.0,6.9,195.4,Rabi,12,gram
madurai,tamil_nadu,loamy,58,50,40,29.8,50.2,6.3,192.7,Annual,8,sugarcane
nagpur,maharashtra,black,101,43,67,34.1,64.1,6.5,90.5,Annual,12,oranges
nagpur,maharashtra,black,99,47,46,18.1,70.0,7.0,177.5,Annual,9,oranges
jodhpur,rajasthan,sandy,26,25,17,29.4,18.3,7.8,29.4,Kharif,8,pulses
madurai,tamil_nadu,loamy,62,34,51,32.0,72.5,6.8,192.3,Kharif,8,groundnut
chennai,tamil_nadu,clay,103,39,41,31.9,84.9,6.4,151.2,Kharif,8,groundnut
siliguri,west_bengal,laterite,73,47,53,25.6,68.6,6.1,287.3,Kharif,6,maize
madurai,tamil_nadu,loamy,72,46,44,33.0,71.0,6.9,105.4,Annual,11,banana
ludhiana,punjab,alluvial,86,63,55,23.1,67.4,7.4,184.9,Kharif,7,sugarcane
madurai,tamil_nadu,loamy,72,37,58,33.3,60.5,6.9,132.0,Annual,4,sugarcane
chennai,tamil_nadu,clay,67,50,43,34.4,72.5,7.4,92.1,Kharif,9,groundnut
pune,maharashtra,black,93,42,68,20.7,36.9,6.9,79.2,Rabi,11,wheat
pune,maharashtra,black,86,58,64,17.7,65.2,6.2,71.3,Kharif,9,sorghum
kolkata,west_bengal,alluvial,70,50,41,20.1,68.2,6.8,150.3,Annual,3,tea
thiruvananthapuram,kerala,laterite,55,34,54,27.5,77.7,5.6,285.0,Kharif,9,rice
mahendragarh,haryana,sandy_loam,48,15,48,18.1,53.3,7.2,108.0,Rabi,12,wheat
madurai,tamil_nadu,loamy,64,52,63,26.5,53.2,6.4,162.4,Kharif,7,groundnut
amritsar,punjab,alluvial,89,70,44,18.9,50.6,7.0,92.0,Rabi,11,wheat
madurai,tamil_nadu,loamy,81,41,59,24.4,73.7,6.9,136.5,Annual,6,sugarcane
pune,maharashtra,black,63,53,36,26.2,40.9,6.4,151.1,Kharif,7,soybean
mahendragarh,haryana,sandy_loam,59,34,21,24.8,21.9,7.1,128.7,Rabi,1,mustard
mahendragarh,haryana,sandy_loam,53,27,23,23.7,39.0,7.2,110.4,Rabi,2,wheat
madurai,tamil_nadu,loamy,76,51,38,30.6,56.7,6.6,99.2,Annual,5,sugarcane
lucknow,uttar_pradesh,alluvial,78,33,60,12.8,47.9,6.3,110.0,Kharif,6,rice
jodhpur,rajasthan,sandy,46,19,20,22.9,24.9,7.7,75.3,Kharif,8,millets
kolkata,west_bengal,alluvial,60,51,42,32.7,85.1,6.7,146.8,Kharif,6,rice
ludhiana,punjab,alluvial,86,60,37,20.3,69.3,6.8,57.5,Rabi,11,wheat
lucknow,uttar_pradesh,alluvial,78,41,60,27.6,57.0,6.2,221.7,Kharif,6,rice
mahendragarh,haryana,sandy_loam,35,25,31,32.4,58.2,7.3,115.3,Rabi,12,wheat
kolkata,west_bengal,alluvial,63,42,52,33.5,68.2,6.4,273.1,Kharif,7,jute
thiruvananthapuram,kerala,laterite,60,33,39,29.6,71.1,6.4,215.1,Annual,11,coconut
siliguri,west_bengal,laterite,80,43,56,20.7,75.3,6.2,272.3,Kharif,9,maize
lucknow,uttar_pradesh,alluvial,90,59,50,12.9,56.5,6.1,109.7,Kharif,7,sugarcane
kolkata,west_bengal,alluvial,90,51,50,27.3,80.6,6.6,197.9,Kharif,7,rice
kochi,kerala,loamy,77,54,49,29.9,83.4,6.5,213.6,Annual,8,coconut
madurai,tamil_nadu,loamy,80,45,62,24.2,68.8,6.3,126.3,Annual,9,sugarcane
nagpur,maharashtra,black,95,55,64,25.3,39.4,6.5,172.2,Kharif,7,cotton
jaipur,rajasthan,sandy,53,25,23,41.6,37.4,7.0,60.3,Kharif,9,bajra
mahendragarh,haryana,sandy_loam,30,40,39,34.1,45.5,7.9,93.1,Rabi,11,gram
madurai,tamil_nadu,loamy,71,41,61,22.7,55.6,6.5,158.4,Kharif,9,groundnut
chennai,tamil_nadu,clay,105,56,63,32.6,58.4,7.1,117.7,Annual,8,banana
kolkata,west_bengal,alluvial,77,46,51,29.8,61.4,6.2,145.3,Kharif,8,jute
kochi,kerala,loamy,71,42,52,24.8,87.8,5.7,406.1,Annual,2,pepper
pune,maharashtra,black,56,54,61,15.9,57.2,6.7,77.3,Rabi,1,gram
jaipur,rajasthan,sandy,56,15,36,36.2,31.6,7.6,78.5,Rabi,12,barley
jodhpur,rajasthan,sandy,28,13,27,36.5,28.2,7.8,71.7,Kharif,7,millets
siliguri,west_bengal,laterite,63,37,45,27.6,71.3,5.2,232.5,Kharif,7,maize
kochi,kerala,loamy,90,50,75,28.4,78.0,6.1,272.6,Annual,12,banana
kolkata,west_bengal,alluvial,82,50,45,27.1,80.8,6.3,140.8,Annual,3,tea
kolkata,west_bengal,alluvial,78,48,61,29.9,80.2,6.9,216.1,Annual,8,tea
lucknow,uttar_pradesh,alluvial,93,33,35,19.9,42.1,6.1,110.7,Rabi,11,wheat
thiruvananthapuram,kerala,laterite,66,34,61,24.5,84.1,5.3,299.1,Kharif,8,rice
kolkata,west_bengal,alluvial,79,51,63,27.9,66.7,6.6,190.0,Kharif,6,jute
jodhpur,rajasthan,sandy,44,22,28,43.0,39.3,7.8,48.6,Kharif,6,pulses
mahendragarh,haryana,sandy_loam,53,22,49,25.8,48.4,7.4,96.5,Kharif,7,bajra
kochi,kerala,loamy,67,48,68,25.2,85.2,5.7,243.4,Annual,12,coconut
jodhpur,rajasthan,sandy,22,23,23,34.2,13.9,8.1,27.9,Kharif,9,millets
kolkata,west_bengal,alluvial,61,34,50,28.4,83.2,6.6,271.8,Kharif,7,jute
nagpur,maharashtra,black,64,60,60,27.5,68.3,6.5,170.1,Kharif,8,soybean
amritsar,punjab,alluvial,75,51,42,30.0,54.9,6.8,75.2,Kharif,9,rice
thiruvananthapuram,kerala,laterite,85,54,55,24.1,82.0,5.7,379.0,Kharif,9,tapioca
chennai,tamil_nadu,clay,62,56,60,28.6,78.9,6.2,123.6,Annual,4,banana
kochi,kerala,loamy,88,53,72,29.6,81.7,5.5,424.6,Annual,1,banana
pune,maharashtra,black,56,35,69,25.1,56.9,6.2,148.1,Kharif,6,sorghum
pune,maharashtra,black,56,36,69,30.7,65.8,6.7,120.9,Rabi,2,gram
lucknow,uttar_pradesh,alluvial,61,44,57,18.6,43.5,6.1,210.9,Kharif,7,rice
jodhpur,rajasthan,sandy,36,23,27,31.9,22.1,7.8,37.3,Kharif,7,millets
ludhiana,punjab,alluvial,107,41,52,30.9,50.7,7.0,93.5,Rabi,11,wheat
madurai,tamil_nadu,loamy,55,39,59,34.0,59.5,6.8,84.3,Annual,10,banana
amritsar,punjab,alluvial,78,63,47,27.7,60.5,6.8,116.1,Kharif,7,maize
nagpur,maharashtra,black,101,46,40,28.0,52.2,6.1,60.7,Annual,12,oranges
chennai,tamil_nadu,clay,79,41,62,26.5,82.2,7.3,104.2,Kharif,6,groundnut
amritsar,punjab,alluvial,82,43,40,24.4,52.0,6.6,130.1,Rabi,1,wheat
jodhpur,rajasthan,sandy,38,31,17,27.5,15.9,8.1,76.6,Kharif,6,pulses
kolkata,west_bengal,alluvial,63,39,59,21.0,65.8,6.5,179.1,Kharif,7,rice
madurai,tamil_nadu,loamy,87,34,53,29.4,70.2,7.0,103.6,Annual,12,banana
kolkata,west_bengal,alluvial,82,53,60,26.1,85.2,6.1,251.9,Kharif,7,rice
jaipur,rajasthan,sandy,47,39,29,30.7,18.3,8.0,28.2,Rabi,2,barley
nagpur,maharashtra,black,76,58,44,31.1,65.7,6.8,148.4,Kharif,7,cotton
lucknow,uttar_pradesh,alluvial,97,36,64,11.0,50.4,7.3,162.5,Kharif,9,sugarcane
madurai,tamil_nadu,loamy,75,37,63,32.0,68.3,6.3,145.1,Annual,6,sugarcane
jodhpur,rajasthan,sandy,43,26,15,36.6,35.4,8.3,53.0,Kharif,9,millets
amritsar,punjab,alluvial,98,45,40,21.7,52.0,7.4,57.5,Kharif,7,maize
kochi,kerala,loamy,57,44,71,25.6,79.0,5.7,367.1,Annual,6,pepper
jodhpur,rajasthan,sandy,50,24,16,22.9,29.5,7.6,77.8,Kharif,9,pulses
madurai,tamil_nadu,loamy,66,48,52,29.4,59.4,6.4,162.3,Annual,12,banana
lucknow,uttar_pradesh,alluvial,84,59,42,23.4,54.1,7.3,152.5,Kharif,8,rice
jaipur,rajasthan,sandy,57,19,34,23.6,17.3,8.0,41.2,Kharif,6,pulses
amritsar,punjab,alluvial,108,62,61,10.1,41.9,7.3,126.4,Rabi,1,wheat
jaipur,rajasthan,sandy,55,21,38,23.5,40.0,7.0,24.3,Kharif,9,pulses
chennai,tamil_nadu,clay,68,55,72,24.5,72.2,6.1,123.9,Annual,3,banana
amritsar,punjab,alluvial,108,58,55,7.5,56.6,7.2,74.0,Kharif,9,maize
ludhiana,punjab,alluvial,108,55,57,21.0,46.6,6.9,71.4,Kharif,9,rice
chennai,tamil_nadu,clay,102,51,56,26.0,75.6,7.4,181.4,Annual,10,sugarcane
ludhiana,punjab,alluvial,94,44,33,8.4,55.7,7.4,152.7,Kharif,9,rice
lucknow,uttar_pradesh,alluvial,71,45,63,26.0,41.6,7.2,155.6,Kharif,6,rice
ludhiana,punjab,alluvial,78,68,49,22.6,40.0,7.4,151.8,Rabi,2,wheat
siliguri,west_bengal,laterite,66,26,57,21.9,65.7,6.2,307.9,Kharif,9,maize
siliguri,west_bengal,laterite,68,29,43,21.2,65.8,6.3,206.7,Kharif,6,rice
jodhpur,rajasthan,sandy,32,10,37,38.4,10.2,8.0,46.4,Kharif,8,pulses
siliguri,west_bengal,laterite,77,50,45,20.3,62.7,5.6,267.1,Kharif,7,maize
nagpur,maharashtra,black,96,46,57,35.9,45.9,6.2,137.3,Annual,7,oranges
jodhpur,rajasthan,sandy,43,27,32,32.6,39.7,8.1,64.2,Kharif,7,pulses
siliguri,west_bengal,laterite,82,46,38,24.7,71.2,6.0,182.4,Kharif,7,maize
pune,maharashtra,black,71,55,70,26.7,59.0,6.1,114.5,Rabi,2,wheat
madurai,tamil_nadu,loamy,59,45,64,29.8,52.2,6.3,131.9,Annual,2,sugarcane
chennai,tamil_nadu,clay,84,47,73,27.4,83.9,6.1,211.5,Annual,12,sugarcane
amritsar,punjab,alluvial,98,40,41,29.1,62.9,7.0,63.4,Kharif,9,maize
thiruvananthapuram,kerala,laterite,89,35,56,24.3,74.3,5.0,214.6,Kharif,7,tapioca
nagpur,maharashtra,black,102,47,65,28.5,50.7,6.7,69.6,Kharif,8,soybean
ludhiana,punjab,alluvial,92,70,56,15.5,58.2,6.7,189.5,Kharif,8,maize
chennai,tamil_nadu,clay,71,48,72,25.3,57.2,6.4,241.0,Annual,5,sugarcane
thiruvananthapuram,kerala,laterite,84,55,53,26.0,78.0,5.6,286.4,Kharif,8,tapioca
pune,maharashtra,black,93,44,36,24.2,44.0,6.4,170.4,Kharif,9,sorghum
pune,maharashtra,black,70,43,57,24.8,35.3,6.8,94.8,Rabi,12,gram
ludhiana,punjab,alluvial,74,57,59,12.8,49.4,6.7,136.1,Kharif,8,sugarcane
amritsar,punjab,alluvial,101,63,41,13.1,42.3,6.8,67.5,Kharif,7,maize
lucknow,uttar_pradesh,alluvial,69,54,38,13.1,43.1,7.4,153.6,Kharif,8,rice
mahendragarh,haryana,sandy_loam,55,26,39,17.9,55.9,7.9,94.7,Rabi,11,gram
nagpur,maharashtra,black,92,43,65,22.0,53.1,6.1,171.9,Kharif,7,soybean
jaipur,rajasthan,sandy,57,26,32,38.9,38.3,7.7,32.0,Kharif,6,pulses
jodhpur,rajasthan,sandy,20,10,36,26.6,27.4,7.8,52.9,Kharif,8,pulses
nagpur,maharashtra,black,75,43,70,35.3,43.7,6.2,119.4,Kharif,8,cotton
siliguri,west_bengal,laterite,66,37,43,20.9,74.3,6.5,287.2,Kharif,8,maize
lucknow,uttar_pradesh,alluvial,75,47,48,32.3,47.8,7.2,200.3,Kharif,8,rice
jaipur,rajasthan,sandy,51,30,24,41.9,40.5,7.8,92.1,Kharif,7,bajra
thiruvananthapuram,kerala,laterite,66,47,62,28.5,77.2,6.0,193.2,Annual,5,coconut
lucknow,uttar_pradesh,alluvial,100,33,49,29.4,50.4,6.5,165.9,Rabi,2,wheat
thiruvananthapuram,kerala,laterite,51,43,38,26.8,82.2,5.9,306.9,Annual,6,coconut
madurai,tamil_nadu,loamy,68,41,45,30.8,62.2,6.7,204.5,Kharif,7,groundnut
siliguri,west_bengal,laterite,69,45,39,26.3,76.0,6.4,234.4,Kharif,8,maize
chennai,tamil_nadu,clay,64,37,50,28.1,64.4,7.0,200.8,Annual,7,banana
chennai,tamil_nadu,clay,77,49,63,33.0,70.6,6.7,108.4,Annual,7,banana
lucknow,uttar_pradesh,alluvial,75,51,43,34.5,68.0,6.1,91.7,Kharif,7,rice
ludhiana,punjab,alluvial,100,57,31,8.7,51.9,7.3,62.5,Rabi,11,wheat
nagpur,maharashtra,black,65,55,64,23.6,39.9,6.3,147.7,Annual,3,oranges
amritsar,punjab,alluvial,71,41,56,16.3,62.5,7.4,96.1,Kharif,7,maize
lucknow,uttar_pradesh,alluvial,95,44,39,35.2,67.9,6.3,173.5,Kharif,8,sugarcane
madurai,tamil_nadu,loamy,83,50,55,28.9,72.7,6.5,111.8,Kharif,9,groundnut
ludhiana,punjab,alluvial,93,53,38,12.2,40.3,7.0,163.7,Kharif,8,sugarcane
amritsar,punjab,alluvial,100,57,35,24.9,49.8,7.3,76.0,Kharif,8,rice
thiruvananthapuram,kerala,laterite,88,37,60,24.1,76.7,5.6,303.3,Annual,5,coconut
siliguri,west_bengal,laterite,77,48,55,20.1,69.5,5.4,234.4,Annual,3,tea
pune,maharashtra,black,68,50,69,30.4,49.5,6.9,85.5,Rabi,1,wheat
nagpur,maharashtra,black,99,49,57,30.6,49.7,6.3,81.3,Kharif,9,cotton
jodhpur,rajasthan,sandy,26,19,23,24.8,23.2,7.5,16.3,Kharif,7,millets
mahendragarh,haryana,sandy_loam,46,28,29,29.6,39.9,7.4,110.6,Rabi,12,mustard
mahendragarh,haryana,sandy_loam,34,16,28,29.4,22.9,7.5,45.0,Kharif,6,bajra
lucknow,uttar_pradesh,alluvial,60,33,59,28.6,55.4,7.5,107.0,Rabi,2,wheat
mahendragarh,haryana,sandy_loam,31,31,41,34.6,38.9,7.7,60.6,Rabi,2,barley
kolkata,west_bengal,alluvial,83,47,56,21.7,74.4,6.3,184.9,Kharif,6,rice
mahendragarh,haryana,sandy_loam,40,35,33,18.1,26.7,7.3,35.6,Rabi,11,barley
thiruvananthapuram,kerala,laterite,52,48,60,29.5,82.4,5.2,349.6,Kharif,6,rice
pune,maharashtra,black,55,51,56,32.7,69.9,6.6,68.4,Kharif,9,soybean
madurai,tamil_nadu,loamy,84,55,38,23.6,55.8,7.0,190.4,Annual,12,sugarcane
thiruvananthapuram,kerala,laterite,62,30,57,27.0,83.0,5.4,188.7,Annual,8,coconut
kochi,kerala,loamy,73,64,71,25.3,77.8,5.8,383.1,Annual,9,pepper
nagpur,maharashtra,black,70,37,73,20.8,41.8,6.3,111.4,Annual,9,oranges
mahendragarh,haryana,sandy_loam,36,15,39,31.4,51.0,7.2,113.7,Rabi,2,gram
madurai,tamil_nadu,loamy,62,46,56,28.5,63.8,6.6,125.2,Kharif,9,groundnut
madurai,tamil_nadu,loamy,56,46,56,22.9,70.9,6.1,202.3,Annual,2,banana
pune,maharashtra,black,62,33,37,25.8,64.3,6.7,133.6,Kharif,9,cotton
kochi,kerala,loamy,78,44,44,24.1,88.8,6.2,432.1,Annual,1,banana
lucknow,uttar_pradesh,alluvial,100,31,46,24.5,77.5,6.6,130.1,Kharif,9,rice
kochi,kerala,loamy,88,32,44,29.8,76.2,5.7,329.9,Kharif,8,rice
ludhiana,punjab,alluvial,82,46,46,25.7,57.1,7.4,133.8,Kharif,9,rice
jodhpur,rajasthan,sandy,42,31,29,37.5,22.8,7.6,65.5,Kharif,6,pulses
jodhpur,rajasthan,sandy,30,27,34,31.7,20.6,7.8,79.4,Kharif,8,pulses
kolkata,west_bengal,alluvial,84,50,53,31.6,69.7,6.2,218.2,Kharif,9,jute
siliguri,west_bengal,laterite,66,39,49,27.5,60.0,5.1,206.9,Kharif,8,maize
mahendragarh,haryana,sandy_loam,44,15,29,34.6,28.6,7.3,120.3,Rabi,12,gram
kochi,kerala,loamy,87,65,49,24.7,81.9,5.7,266.2,Annual,9,banana
chennai,tamil_nadu,clay,76,60,59,25.1,67.0,7.4,204.8,Annual,4,sugarcane
kochi,kerala,loamy,66,61,46,28.2,79.5,6.2,344.1,Annual,8,banana
ludhiana,punjab,alluvial,92,68,56,19.7,67.9,6.6,165.6,Rabi,1,wheat
kochi,kerala,loamy,58,49,73,24.3,83.1,5.6,325.6,Kharif,9,rice
pune,maharashtra,black,93,53,60,33.4,61.3,6.6,72.6,Kharif,6,soybean
siliguri,west_bengal,laterite,59,29,45,16.1,74.3,5.1,229.8,Kharif,9,rice
ludhiana,punjab,alluvial,78,64,34,21.0,45.9,6.9,135.7,Kharif,9,sugarcane
jodhpur,rajasthan,sandy,24,18,39,31.5,30.5,8.1,17.9,Kharif,7,millets
siliguri,west_bengal,laterite,66,31,45,19.5,76.4,6.2,183.9,Kharif,8,rice
kolkata,west_bengal,alluvial,79,34,54,20.6,84.5,6.2,187.3,Annual,8,tea
thiruvananthapuram,kerala,laterite,57,53,36,25.9,81.2,5.2,363.1,Kharif,6,tapioca
nagpur,maharashtra,black,104,60,47,23.5,48.8,6.3,163.6,Kharif,8,cotton
pune,maharashtra,black,85,45,44,28.2,58.4,6.4,186.8,Kharif,8,soybean
jodhpur,rajasthan,sandy,30,11,24,26.4,30.9,7.8,42.5,Kharif,8,millets
mahendragarh,haryana,sandy_loam,42,36,47,32.8,34.4,7.1,58.0,Rabi,2,wheat
madurai,tamil_nadu,loamy,74,46,57,23.3,57.9,6.9,154.4,Annual,4,banana
amritsar,punjab,alluvial,105,69,57,7.6,42.4,7.0,80.0,Rabi,2,wheat
siliguri,west_bengal,laterite,55,36,56,19.6,75.6,5.4,345.6,Kharif,7,maize
